"","msa.fips","year","proprietors.Income"
"new.row.91","13820",1972,251033
"new.row.92","13820",1973,279075
"new.row.93","13820",1974,276116
"new.row.94","13820",1975,320548
"new.row.95","13820",1976,383672
"new.row.96","13820",1977,425319
"new.row.97","13820",1978,476492
"new.row.98","13820",1979,496003
"new.row.99","13820",1980,503551
"new.row.100","13820",1981,498184
"new.row.101","13820",1982,500169
"new.row.102","13820",1983,567793
"new.row.103","13820",1984,680344
"new.row.104","13820",1985,735984
"new.row.105","13820",1986,766727
"new.row.106","13820",1987,793842
"new.row.107","13820",1988,977929
"new.row.108","13820",1989,1079831
"new.row.109","13820",1990,1215022
"new.row.110","13820",1991,1343233
"new.row.111","13820",1992,1422337
"new.row.112","13820",1993,1497250
"new.row.113","13820",1994,1583826
"new.row.114","13820",1995,1740984
"new.row.115","13820",1996,1948725
"new.row.116","13820",1997,1872344
"new.row.117","13820",1998,2527302
"new.row.118","13820",1999,2835315
"new.row.119","13820",2000,3561976
"new.row.120","13820",2001,3729333
"new.row.121","13820",2002,4027594
"new.row.122","13820",2003,4014812
"new.row.123","13820",2004,4285902
"new.row.124","13820",2005,4299946
"new.row.125","13820",2006,4688891
"new.row.126","13820",2007,4368437
"new.row.127","13820",2008,4426335
"new.row.128","13820",2009,4234832
"new.row.129","13820",2010,4377440
"new.row.130","13820",2011,5031679
"new.row.131","13820",2012,5358631
"new.row.132","17980",1969,44824
"new.row.133","17980",1970,45651
"new.row.134","17980",1971,49329
"new.row.135","17980",1972,56465
"new.row.136","17980",1973,59646
"new.row.137","17980",1974,60069
"new.row.138","17980",1975,64031
"new.row.139","17980",1976,77947
"new.row.140","17980",1977,84127
"new.row.141","17980",1978,98176
"new.row.142","17980",1979,103307
"new.row.143","17980",1980,99490
"new.row.144","17980",1981,104086
"new.row.145","17980",1982,98229
"new.row.146","17980",1983,110079
"new.row.147","17980",1984,124560
"new.row.148","17980",1985,127819
"new.row.149","17980",1986,129444
"new.row.150","17980",1987,137660
"new.row.151","17980",1988,183915
"new.row.152","17980",1989,168881
"new.row.153","17980",1990,177823
"new.row.154","17980",1991,201482
"new.row.155","17980",1992,235641
"new.row.156","17980",1993,266734
"new.row.157","17980",1994,284196
"new.row.158","17980",1995,296763
"new.row.159","17980",1996,294882
"new.row.160","17980",1997,299334
"new.row.161","17980",1998,371582
"new.row.162","17980",1999,422437
"new.row.163","17980",2000,423502
"new.row.164","17980",2001,449859
"new.row.165","17980",2002,424718
"new.row.166","17980",2003,473961
"new.row.167","17980",2004,501471
"new.row.168","17980",2005,504367
"new.row.169","17980",2006,548118
"new.row.170","17980",2007,509141
"new.row.171","17980",2008,473102
"new.row.172","17980",2009,424875
"new.row.173","17980",2010,436204
"new.row.174","17980",2011,494581
"new.row.175","17980",2012,540681
"new.row.176","19300",1969,16981
"new.row.177","19300",1970,17197
"new.row.178","19300",1971,22650
"new.row.179","19300",1972,26855
"new.row.180","19300",1973,38837
"new.row.181","19300",1974,37902
"new.row.182","19300",1975,37816
"new.row.183","19300",1976,55683
"new.row.184","19300",1977,39199
"new.row.185","19300",1978,54822
"new.row.186","19300",1979,40800
"new.row.187","19300",1980,43218
"new.row.188","19300",1981,47682
"new.row.189","19300",1982,36446
"new.row.190","19300",1983,54239
"new.row.191","19300",1984,53116
"new.row.192","19300",1985,71041
"new.row.193","19300",1986,68658
"new.row.194","19300",1987,72866
"new.row.195","19300",1988,78451
"new.row.196","19300",1989,82004
"new.row.197","19300",1990,79890
"new.row.198","19300",1991,102434
"new.row.199","19300",1992,121940
"new.row.200","19300",1993,140350
"new.row.201","19300",1994,146748
"new.row.202","19300",1995,170552
"new.row.203","19300",1996,211335
"new.row.204","19300",1997,201083
"new.row.205","19300",1998,275956
"new.row.206","19300",1999,308104
"new.row.207","19300",2000,351630
"new.row.208","19300",2001,301780
"new.row.209","19300",2002,301675
"new.row.210","19300",2003,328564
"new.row.211","19300",2004,356527
"new.row.212","19300",2005,363370
"new.row.213","19300",2006,419163
"new.row.214","19300",2007,382167
"new.row.215","19300",2008,354019
"new.row.216","19300",2009,344432
"new.row.217","19300",2010,382324
"new.row.218","19300",2011,456683
"new.row.219","19300",2012,507157
"new.row.220","19460",1969,37534
"new.row.221","19460",1970,35937
"new.row.222","19460",1971,38995
"new.row.223","19460",1972,45741
"new.row.224","19460",1973,55868
"new.row.225","19460",1974,42535
"new.row.226","19460",1975,57312
"new.row.227","19460",1976,69444
"new.row.228","19460",1977,71017
"new.row.229","19460",1978,70511
"new.row.230","19460",1979,80507
"new.row.231","19460",1980,65331
"new.row.232","19460",1981,75362
"new.row.233","19460",1982,65724
"new.row.234","19460",1983,65736
"new.row.235","19460",1984,100283
"new.row.236","19460",1985,99389
"new.row.237","19460",1986,111809
"new.row.238","19460",1987,121286
"new.row.239","19460",1988,142763
"new.row.240","19460",1989,145791
"new.row.241","19460",1990,136979
"new.row.242","19460",1991,153889
"new.row.243","19460",1992,160274
"new.row.244","19460",1993,160699
"new.row.245","19460",1994,180787
"new.row.246","19460",1995,156584
"new.row.247","19460",1996,184077
"new.row.248","19460",1997,194405
"new.row.249","19460",1998,255138
"new.row.250","19460",1999,264898
"new.row.251","19460",2000,225366
"new.row.252","19460",2001,235485
"new.row.253","19460",2002,271281
"new.row.254","19460",2003,285383
"new.row.255","19460",2004,332900
"new.row.256","19460",2005,338304
"new.row.257","19460",2006,313247
"new.row.258","19460",2007,320614
"new.row.259","19460",2008,329463
"new.row.260","19460",2009,281767
"new.row.261","19460",2010,265609
"new.row.262","19460",2011,258329
"new.row.263","19460",2012,308261
"new.row.264","20020",1969,38576
"new.row.265","20020",1970,41334
"new.row.266","20020",1971,44473
"new.row.267","20020",1972,54698
"new.row.268","20020",1973,73383
"new.row.269","20020",1974,66858
"new.row.270","20020",1975,76428
"new.row.271","20020",1976,81879
"new.row.272","20020",1977,71486
"new.row.273","20020",1978,85446
"new.row.274","20020",1979,86799
"new.row.275","20020",1980,45076
"new.row.276","20020",1981,101919
"new.row.277","20020",1982,79307
"new.row.278","20020",1983,73776
"new.row.279","20020",1984,120956
"new.row.280","20020",1985,92868
"new.row.281","20020",1986,89814
"new.row.282","20020",1987,103846
"new.row.283","20020",1988,138138
"new.row.284","20020",1989,160540
"new.row.285","20020",1990,145208
"new.row.286","20020",1991,172078
"new.row.287","20020",1992,179307
"new.row.288","20020",1993,176866
"new.row.289","20020",1994,192649
"new.row.290","20020",1995,195387
"new.row.291","20020",1996,204261
"new.row.292","20020",1997,190141
"new.row.293","20020",1998,246745
"new.row.294","20020",1999,277298
"new.row.295","20020",2000,211288
"new.row.296","20020",2001,283655
"new.row.297","20020",2002,331432
"new.row.298","20020",2003,317895
"new.row.299","20020",2004,319984
"new.row.300","20020",2005,355453
"new.row.301","20020",2006,356915
"new.row.302","20020",2007,331816
"new.row.303","20020",2008,337143
"new.row.304","20020",2009,303886
"new.row.305","20020",2010,317341
"new.row.306","20020",2011,344673
"new.row.307","20020",2012,418238
"new.row.308","22520",1969,29906
"new.row.309","22520",1970,32423
"new.row.310","22520",1971,37598
"new.row.311","22520",1972,43179
"new.row.312","22520",1973,49172
"new.row.313","22520",1974,45593
"new.row.314","22520",1975,48133
"new.row.315","22520",1976,66735
"new.row.316","22520",1977,63306
"new.row.317","22520",1978,70285
"new.row.318","22520",1979,83202
"new.row.319","22520",1980,71332
"new.row.320","22520",1981,83110
"new.row.321","22520",1982,80727
"new.row.322","22520",1983,70108
"new.row.323","22520",1984,90262
"new.row.324","22520",1985,92809
"new.row.325","22520",1986,96221
"new.row.326","22520",1987,103496
"new.row.327","22520",1988,114981
"new.row.328","22520",1989,114826
"new.row.329","22520",1990,128205
"new.row.330","22520",1991,140065
"new.row.331","22520",1992,153970
"new.row.332","22520",1993,154285
"new.row.333","22520",1994,171320
"new.row.334","22520",1995,150610
"new.row.335","22520",1996,192322
"new.row.336","22520",1997,183195
"new.row.337","22520",1998,212640
"new.row.338","22520",1999,223483
"new.row.339","22520",2000,235467
"new.row.340","22520",2001,252464
"new.row.341","22520",2002,238966
"new.row.342","22520",2003,258476
"new.row.343","22520",2004,283922
"new.row.344","22520",2005,296884
"new.row.345","22520",2006,319393
"new.row.346","22520",2007,286395
"new.row.347","22520",2008,288491
"new.row.348","22520",2009,285446
"new.row.349","22520",2010,295463
"new.row.350","22520",2011,331601
"new.row.351","22520",2012,382399
"new.row.352","23460",1969,19942
"new.row.353","23460",1970,19020
"new.row.354","23460",1971,22044
"new.row.355","23460",1972,26180
"new.row.356","23460",1973,28991
"new.row.357","23460",1974,28027
"new.row.358","23460",1975,33876
"new.row.359","23460",1976,38318
"new.row.360","23460",1977,40107
"new.row.361","23460",1978,46576
"new.row.362","23460",1979,47614
"new.row.363","23460",1980,46167
"new.row.364","23460",1981,54127
"new.row.365","23460",1982,46898
"new.row.366","23460",1983,51677
"new.row.367","23460",1984,56004
"new.row.368","23460",1985,60551
"new.row.369","23460",1986,65792
"new.row.370","23460",1987,63778
"new.row.371","23460",1988,75591
"new.row.372","23460",1989,81989
"new.row.373","23460",1990,86450
"new.row.374","23460",1991,89369
"new.row.375","23460",1992,97228
"new.row.376","23460",1993,104634
"new.row.377","23460",1994,121031
"new.row.378","23460",1995,112688
"new.row.379","23460",1996,122638
"new.row.380","23460",1997,131467
"new.row.381","23460",1998,153178
"new.row.382","23460",1999,176265
"new.row.383","23460",2000,179988
"new.row.384","23460",2001,185213
"new.row.385","23460",2002,178677
"new.row.386","23460",2003,186478
"new.row.387","23460",2004,202446
"new.row.388","23460",2005,202303
"new.row.389","23460",2006,212408
"new.row.390","23460",2007,206039
"new.row.391","23460",2008,208482
"new.row.392","23460",2009,212358
"new.row.393","23460",2010,212977
"new.row.394","23460",2011,226888
"new.row.395","23460",2012,250970
"new.row.396","26620",1969,52638
"new.row.397","26620",1970,58781
"new.row.398","26620",1971,70455
"new.row.399","26620",1972,76758
"new.row.400","26620",1973,88097
"new.row.401","26620",1974,86482
"new.row.402","26620",1975,84608
"new.row.403","26620",1976,108228
"new.row.404","26620",1977,101617
"new.row.405","26620",1978,120555
"new.row.406","26620",1979,133059
"new.row.407","26620",1980,108649
"new.row.408","26620",1981,130649
"new.row.409","26620",1982,129710
"new.row.410","26620",1983,114502
"new.row.411","26620",1984,178990
"new.row.412","26620",1985,196611
"new.row.413","26620",1986,216048
"new.row.414","26620",1987,254672
"new.row.415","26620",1988,282434
"new.row.416","26620",1989,283928
"new.row.417","26620",1990,260330
"new.row.418","26620",1991,306395
"new.row.419","26620",1992,336461
"new.row.420","26620",1993,345798
"new.row.421","26620",1994,370205
"new.row.422","26620",1995,361111
"new.row.423","26620",1996,407969
"new.row.424","26620",1997,435972
"new.row.425","26620",1998,553266
"new.row.426","26620",1999,577114
"new.row.427","26620",2000,649957
"new.row.428","26620",2001,619467
"new.row.429","26620",2002,607415
"new.row.430","26620",2003,678531
"new.row.431","26620",2004,755220
"new.row.432","26620",2005,790142
"new.row.433","26620",2006,867392
"new.row.434","26620",2007,803741
"new.row.435","26620",2008,768401
"new.row.436","26620",2009,756395
"new.row.437","26620",2010,815845
"new.row.438","26620",2011,953191
"new.row.439","26620",2012,1049288
"new.row.440","33660",1969,58867
"new.row.441","33660",1970,60857
"new.row.442","33660",1971,70813
"new.row.443","33660",1972,84024
"new.row.444","33660",1973,93036
"new.row.445","33660",1974,103404
"new.row.446","33660",1975,109526
"new.row.447","33660",1976,136013
"new.row.448","33660",1977,149541
"new.row.449","33660",1978,177743
"new.row.450","33660",1979,183403
"new.row.451","33660",1980,203028
"new.row.452","33660",1981,204529
"new.row.453","33660",1982,205817
"new.row.454","33660",1983,235085
"new.row.455","33660",1984,239196
"new.row.456","33660",1985,259879
"new.row.457","33660",1986,268599
"new.row.458","33660",1987,284483
"new.row.459","33660",1988,329569
"new.row.460","33660",1989,345947
"new.row.461","33660",1990,345658
"new.row.462","33660",1991,376866
"new.row.463","33660",1992,388217
"new.row.464","33660",1993,392019
"new.row.465","33660",1994,422712
"new.row.466","33660",1995,398979
"new.row.467","33660",1996,412638
"new.row.468","33660",1997,438166
"new.row.469","33660",1998,661303
"new.row.470","33660",1999,636899
"new.row.471","33660",2000,621627
"new.row.472","33660",2001,673449
"new.row.473","33660",2002,692986
"new.row.474","33660",2003,673859
"new.row.475","33660",2004,739394
"new.row.476","33660",2005,731856
"new.row.477","33660",2006,867240
"new.row.478","33660",2007,816300
"new.row.479","33660",2008,810752
"new.row.480","33660",2009,819988
"new.row.481","33660",2010,852004
"new.row.482","33660",2011,964972
"new.row.483","33660",2012,997123
"new.row.484","33860",1969,68542
"new.row.485","33860",1970,75200
"new.row.486","33860",1971,85251
"new.row.487","33860",1972,105201
"new.row.488","33860",1973,118701
"new.row.489","33860",1974,107147
"new.row.490","33860",1975,108986
"new.row.491","33860",1976,149271
"new.row.492","33860",1977,134295
"new.row.493","33860",1978,162280
"new.row.494","33860",1979,173010
"new.row.495","33860",1980,156597
"new.row.496","33860",1981,154576
"new.row.497","33860",1982,160860
"new.row.498","33860",1983,176087
"new.row.499","33860",1984,209314
"new.row.500","33860",1985,231065
"new.row.501","33860",1986,245226
"new.row.502","33860",1987,302837
"new.row.503","33860",1988,320339
"new.row.504","33860",1989,334290
"new.row.505","33860",1990,336182
"new.row.506","33860",1991,349959
"new.row.507","33860",1992,371488
"new.row.508","33860",1993,398465
"new.row.509","33860",1994,438851
"new.row.510","33860",1995,411888
"new.row.511","33860",1996,461028
"new.row.512","33860",1997,499222
"new.row.513","33860",1998,644481
"new.row.514","33860",1999,714597
"new.row.515","33860",2000,811713
"new.row.516","33860",2001,971103
"new.row.517","33860",2002,1041716
"new.row.518","33860",2003,1126831
"new.row.519","33860",2004,1264127
"new.row.520","33860",2005,1314833
"new.row.521","33860",2006,1429865
"new.row.522","33860",2007,1245863
"new.row.523","33860",2008,1096006
"new.row.524","33860",2009,1031910
"new.row.525","33860",2010,1023489
"new.row.526","33860",2011,1094083
"new.row.527","33860",2012,1204676
"new.row.528","46220",1969,48098
"new.row.529","46220",1970,48856
"new.row.530","46220",1971,54024
"new.row.531","46220",1972,59214
"new.row.532","46220",1973,65913
"new.row.533","46220",1974,68585
"new.row.534","46220",1975,76092
"new.row.535","46220",1976,81099
"new.row.536","46220",1977,103383
"new.row.537","46220",1978,126803
"new.row.538","46220",1979,131927
"new.row.539","46220",1980,92652
"new.row.540","46220",1981,96752
"new.row.541","46220",1982,83621
"new.row.542","46220",1983,98568
"new.row.543","46220",1984,123663
"new.row.544","46220",1985,134486
"new.row.545","46220",1986,83051
"new.row.546","46220",1987,130189
"new.row.547","46220",1988,138737
"new.row.548","46220",1989,147036
"new.row.549","46220",1990,158071
"new.row.550","46220",1991,172792
"new.row.551","46220",1992,213012
"new.row.552","46220",1993,244428
"new.row.553","46220",1994,233480
"new.row.554","46220",1995,258393
"new.row.555","46220",1996,246844
"new.row.556","46220",1997,242034
"new.row.557","46220",1998,300461
"new.row.558","46220",1999,366358
"new.row.559","46220",2000,334060
"new.row.560","46220",2001,469325
"new.row.561","46220",2002,412374
"new.row.562","46220",2003,416470
"new.row.563","46220",2004,466224
"new.row.564","46220",2005,484058
"new.row.565","46220",2006,512867
"new.row.566","46220",2007,487732
"new.row.567","46220",2008,490725
"new.row.568","46220",2009,488476
"new.row.569","46220",2010,498208
"new.row.570","46220",2011,546691
"new.row.571","46220",2012,596579
"new.row.572","11260",1969,54938
"new.row.573","11260",1970,61447
"new.row.574","11260",1971,68528
"new.row.575","11260",1972,77959
"new.row.576","11260",1973,80642
"new.row.577","11260",1974,109705
"new.row.578","11260",1975,141354
"new.row.579","11260",1976,182382
"new.row.580","11260",1977,199153
"new.row.581","11260",1978,233375
"new.row.582","11260",1979,257253
"new.row.583","11260",1980,295596
"new.row.584","11260",1981,287561
"new.row.585","11260",1982,337735
"new.row.586","11260",1983,428963
"new.row.587","11260",1984,516100
"new.row.588","11260",1985,573071
"new.row.589","11260",1986,622254
"new.row.590","11260",1987,590206
"new.row.591","11260",1988,589357
"new.row.592","11260",1989,568697
"new.row.593","11260",1990,583177
"new.row.594","11260",1991,592226
"new.row.595","11260",1992,656102
"new.row.596","11260",1993,676371
"new.row.597","11260",1994,691970
"new.row.598","11260",1995,752036
"new.row.599","11260",1996,749888
"new.row.600","11260",1997,886221
"new.row.601","11260",1998,948685
"new.row.602","11260",1999,1031190
"new.row.603","11260",2000,1101097
"new.row.604","11260",2001,1281135
"new.row.605","11260",2002,1398281
"new.row.606","11260",2003,1491692
"new.row.607","11260",2004,1563928
"new.row.608","11260",2005,1542780
"new.row.609","11260",2006,1658677
"new.row.610","11260",2007,1553999
"new.row.611","11260",2008,1678570
"new.row.612","11260",2009,1763322
"new.row.613","11260",2010,1916575
"new.row.614","11260",2011,2040762
"new.row.615","11260",2012,2172506
"new.row.616","21820",1969,12868
"new.row.617","21820",1970,14104
"new.row.618","21820",1971,14892
"new.row.619","21820",1972,16603
"new.row.620","21820",1973,18327
"new.row.621","21820",1974,25688
"new.row.622","21820",1975,32256
"new.row.623","21820",1976,37097
"new.row.624","21820",1977,44425
"new.row.625","21820",1978,45702
"new.row.626","21820",1979,50996
"new.row.627","21820",1980,50466
"new.row.628","21820",1981,53757
"new.row.629","21820",1982,62685
"new.row.630","21820",1983,74524
"new.row.631","21820",1984,89321
"new.row.632","21820",1985,102914
"new.row.633","21820",1986,115762
"new.row.634","21820",1987,98927
"new.row.635","21820",1988,99889
"new.row.636","21820",1989,92481
"new.row.637","21820",1990,99098
"new.row.638","21820",1991,89446
"new.row.639","21820",1992,103396
"new.row.640","21820",1993,108901
"new.row.641","21820",1994,111003
"new.row.642","21820",1995,126595
"new.row.643","21820",1996,123695
"new.row.644","21820",1997,126439
"new.row.645","21820",1998,143474
"new.row.646","21820",1999,142176
"new.row.647","21820",2000,149046
"new.row.648","21820",2001,145969
"new.row.649","21820",2002,151593
"new.row.650","21820",2003,157732
"new.row.651","21820",2004,165056
"new.row.652","21820",2005,171988
"new.row.653","21820",2006,189115
"new.row.654","21820",2007,180694
"new.row.655","21820",2008,194128
"new.row.656","21820",2009,208500
"new.row.657","21820",2010,233972
"new.row.658","21820",2011,262026
"new.row.659","21820",2012,283955
"new.row.660","22380",1969,15270
"new.row.661","22380",1970,16274
"new.row.662","22380",1971,18405
"new.row.663","22380",1972,22522
"new.row.664","22380",1973,25648
"new.row.665","22380",1974,23251
"new.row.666","22380",1975,30367
"new.row.667","22380",1976,30353
"new.row.668","22380",1977,32037
"new.row.669","22380",1978,42618
"new.row.670","22380",1979,40707
"new.row.671","22380",1980,42585
"new.row.672","22380",1981,40364
"new.row.673","22380",1982,42462
"new.row.674","22380",1983,47878
"new.row.675","22380",1984,62903
"new.row.676","22380",1985,66792
"new.row.677","22380",1986,79023
"new.row.678","22380",1987,86470
"new.row.679","22380",1988,87036
"new.row.680","22380",1989,87806
"new.row.681","22380",1990,95918
"new.row.682","22380",1991,108300
"new.row.683","22380",1992,110139
"new.row.684","22380",1993,115113
"new.row.685","22380",1994,129388
"new.row.686","22380",1995,138003
"new.row.687","22380",1996,162448
"new.row.688","22380",1997,204215
"new.row.689","22380",1998,230280
"new.row.690","22380",1999,274274
"new.row.691","22380",2000,314410
"new.row.692","22380",2001,250412
"new.row.693","22380",2002,276816
"new.row.694","22380",2003,291521
"new.row.695","22380",2004,326065
"new.row.696","22380",2005,353069
"new.row.697","22380",2006,410122
"new.row.698","22380",2007,392095
"new.row.699","22380",2008,352589
"new.row.700","22380",2009,337959
"new.row.701","22380",2010,302949
"new.row.702","22380",2011,296462
"new.row.703","22380",2012,307515
"new.row.704","29420",1969,13924
"new.row.705","29420",1970,15361
"new.row.706","29420",1971,16944
"new.row.707","29420",1972,20413
"new.row.708","29420",1973,24684
"new.row.709","29420",1974,20691
"new.row.710","29420",1975,30717
"new.row.711","29420",1976,26244
"new.row.712","29420",1977,31642
"new.row.713","29420",1978,39040
"new.row.714","29420",1979,38962
"new.row.715","29420",1980,43012
"new.row.716","29420",1981,40826
"new.row.717","29420",1982,41004
"new.row.718","29420",1983,50111
"new.row.719","29420",1984,60034
"new.row.720","29420",1985,63687
"new.row.721","29420",1986,69359
"new.row.722","29420",1987,75440
"new.row.723","29420",1988,91616
"new.row.724","29420",1989,105511
"new.row.725","29420",1990,126303
"new.row.726","29420",1991,136772
"new.row.727","29420",1992,137053
"new.row.728","29420",1993,152121
"new.row.729","29420",1994,159976
"new.row.730","29420",1995,146865
"new.row.731","29420",1996,150832
"new.row.732","29420",1997,205704
"new.row.733","29420",1998,233206
"new.row.734","29420",1999,273946
"new.row.735","29420",2000,311193
"new.row.736","29420",2001,271404
"new.row.737","29420",2002,289418
"new.row.738","29420",2003,294944
"new.row.739","29420",2004,316282
"new.row.740","29420",2005,349545
"new.row.741","29420",2006,414929
"new.row.742","29420",2007,387349
"new.row.743","29420",2008,342999
"new.row.744","29420",2009,301506
"new.row.745","29420",2010,293429
"new.row.746","29420",2011,291770
"new.row.747","29420",2012,298835
"new.row.748","38060",1969,380819
"new.row.749","38060",1970,390861
"new.row.750","38060",1971,435276
"new.row.751","38060",1972,467688
"new.row.752","38060",1973,516641
"new.row.753","38060",1974,671946
"new.row.754","38060",1975,559472
"new.row.755","38060",1976,791140
"new.row.756","38060",1977,837094
"new.row.757","38060",1978,950056
"new.row.758","38060",1979,1118973
"new.row.759","38060",1980,1192879
"new.row.760","38060",1981,1169983
"new.row.761","38060",1982,1127585
"new.row.762","38060",1983,1221898
"new.row.763","38060",1984,1557112
"new.row.764","38060",1985,1609510
"new.row.765","38060",1986,1715295
"new.row.766","38060",1987,1977969
"new.row.767","38060",1988,2346867
"new.row.768","38060",1989,1969984
"new.row.769","38060",1990,1835846
"new.row.770","38060",1991,2580676
"new.row.771","38060",1992,2904868
"new.row.772","38060",1993,3296783
"new.row.773","38060",1994,3753888
"new.row.774","38060",1995,4248158
"new.row.775","38060",1996,4856731
"new.row.776","38060",1997,5206311
"new.row.777","38060",1998,6445121
"new.row.778","38060",1999,7249940
"new.row.779","38060",2000,7988522
"new.row.780","38060",2001,9490560
"new.row.781","38060",2002,10058624
"new.row.782","38060",2003,10102468
"new.row.783","38060",2004,11345218
"new.row.784","38060",2005,12413906
"new.row.785","38060",2006,14187503
"new.row.786","38060",2007,12893832
"new.row.787","38060",2008,12129865
"new.row.788","38060",2009,10945495
"new.row.789","38060",2010,11461532
"new.row.790","38060",2011,13013054
"new.row.791","38060",2012,13901093
"new.row.792","39140",1969,17733
"new.row.793","39140",1970,19791
"new.row.794","39140",1971,23209
"new.row.795","39140",1972,29308
"new.row.796","39140",1973,36646
"new.row.797","39140",1974,29759
"new.row.798","39140",1975,38878
"new.row.799","39140",1976,40175
"new.row.800","39140",1977,45375
"new.row.801","39140",1978,56787
"new.row.802","39140",1979,57159
"new.row.803","39140",1980,65591
"new.row.804","39140",1981,61633
"new.row.805","39140",1982,60673
"new.row.806","39140",1983,66768
"new.row.807","39140",1984,85076
"new.row.808","39140",1985,91142
"new.row.809","39140",1986,108048
"new.row.810","39140",1987,114691
"new.row.811","39140",1988,126986
"new.row.812","39140",1989,112493
"new.row.813","39140",1990,119086
"new.row.814","39140",1991,143230
"new.row.815","39140",1992,158081
"new.row.816","39140",1993,175474
"new.row.817","39140",1994,209042
"new.row.818","39140",1995,219249
"new.row.819","39140",1996,241812
"new.row.820","39140",1997,295336
"new.row.821","39140",1998,308356
"new.row.822","39140",1999,371596
"new.row.823","39140",2000,353963
"new.row.824","39140",2001,298378
"new.row.825","39140",2002,302569
"new.row.826","39140",2003,324177
"new.row.827","39140",2004,338664
"new.row.828","39140",2005,368474
"new.row.829","39140",2006,432229
"new.row.830","39140",2007,404874
"new.row.831","39140",2008,338382
"new.row.832","39140",2009,299328
"new.row.833","39140",2010,281778
"new.row.834","39140",2011,274063
"new.row.835","39140",2012,283910
"new.row.836","43420",1969,19608
"new.row.837","43420",1970,19888
"new.row.838","43420",1971,25274
"new.row.839","43420",1972,26773
"new.row.840","43420",1973,32681
"new.row.841","43420",1974,31314
"new.row.842","43420",1975,32144
"new.row.843","43420",1976,44072
"new.row.844","43420",1977,36701
"new.row.845","43420",1978,43664
"new.row.846","43420",1979,40808
"new.row.847","43420",1980,38801
"new.row.848","43420",1981,40626
"new.row.849","43420",1982,42024
"new.row.850","43420",1983,51995
"new.row.851","43420",1984,54017
"new.row.852","43420",1985,48767
"new.row.853","43420",1986,57990
"new.row.854","43420",1987,61660
"new.row.855","43420",1988,75914
"new.row.856","43420",1989,59574
"new.row.857","43420",1990,55835
"new.row.858","43420",1991,69353
"new.row.859","43420",1992,82481
"new.row.860","43420",1993,90349
"new.row.861","43420",1994,81782
"new.row.862","43420",1995,80702
"new.row.863","43420",1996,104865
"new.row.864","43420",1997,123630
"new.row.865","43420",1998,141910
"new.row.866","43420",1999,171730
